Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
INFI,"Infinity Pharmaceuticals, Inc.",1.35,76769930.25,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/infi,
IFRX,InflaRx N.V.,30.77,789622817,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ifrx,
III,"Information Services Group, Inc.",4.11,185716182.09,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii,
IEA,"Infrastructure and Energy Alternatives, Inc.",8.47,182762695.5,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/iea,
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.761,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/ieaww,
IMKTA,"Ingles Markets, Incorporated",32.64,661279088.64,n/a,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta,
INWK,"InnerWorkings, Inc.",4.89,253218943.35,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk,
INOD,Innodata Inc.,1.4,36228435.6,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod,
IPHS,"Innophos Holdings, Inc.",29.03,569465369.32,n/a,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs,
IOSP,Innospec Inc.,73.2,1787860297.2,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp,
INNT,"Innovate Biopharmaceuticals, Inc.",3.42,88863699.96,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt,
ISSC,"Innovative Solutions and Support, Inc.",2.11,35533663.89,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc,
INVA,"Innoviva, Inc.",16.19,1635832856.33,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva,
INGN,"Inogen, Inc",137.97,2969473397.94,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn,
INOV,"Inovalon Holdings, Inc.",11.01,1678091902.5,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov,
INO,"Inovio Pharmaceuticals, Inc.",4.84,461479789.76,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino,
INPX,Inpixon ,3.1,120453.6,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx,
INSG,Inseego Corp.,3.92,287697341.68,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg,
NSIT,"Insight Enterprises, Inc.",45.13,1601197507.1,n/a,1995,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit,
ISIG,"Insignia Systems, Inc.",1.86,22007023.38,n/a,1991,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig,
INSM,"Insmed, Inc.",15.99,1232672761.71,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm,
INSE,"Inspired Entertainment, Inc.",6.41,137716971.87,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse,
IIIN,"Insteel Industries, Inc.",27.88,535922714.52,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin,
PODD,Insulet Corporation,80.75,4770487453,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd,
INSY,"Insys Therapeutics, Inc.",7.3,542168525.3,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insy,
NTEC,Intec Pharma Ltd.,5.9,196033329.2,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec,
IART,Integra LifeSciences Holdings Corporation,52.56,4477036359.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/iart,
IDTI,"Integrated Device Technology, Inc.",46.34,5978801304.42,n/a,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti,
IMTE,Integrated Media Technology Limited,6.57,17368524.27,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/imte,
INTC,Intel Corporation,47.39,216287960000,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc,
NTLA,"Intellia Therapeutics, Inc.",18.26,792836472.78,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla,
IPCI,Intellipharmaceutics International Inc.,0.505,3600153.08,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci,
IPAR,"Inter Parfums, Inc.",57.9,1814229451.8,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar,
ICPT,"Intercept Pharmaceuticals, Inc.",100.71,2986501472.28,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt,
IDCC,"InterDigital, Inc.",74.59,2524292979.96,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc,
TILE,"Interface, Inc.",16.49,981492517.32,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile,
LINK,"Interlink Electronics, Inc.",3.6082,23391181.2288,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link,
IMI,"Intermolecular, Inc.",0.945,47016127.62,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi,
INAP,Internap Corporation,6.52,166341591.28,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap,
IBOC,International Bancshares Corporation,39.71,2627020450.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc,
IMXI,"International Money Express, Inc.",12.5,298666662.5,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/imxi,
ISCA,International Speedway Corporation,42.23,1862667917.62,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca,
IGLD,Internet Gold Golden Lines Ltd.,2.58,72248219.88,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld,
IIJI,"Internet Initiative Japan, Inc.",10.66,18295566.12,1716282,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji,
IDXG,"Interpace Diagnostics Group, Inc.",1.46,41163641.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg,
XENT,"Intersect ENT, Inc.",30.29,925518885.98,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent,
INTX,"Intersections, Inc.",3.6,87683425.2,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx,
IVAC,"Intevac, Inc.",4.69,106999972.17,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac,
INTL,INTL FCStone Inc.,46.1,871597440.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl,
ITCI,Intra-Cellular Therapies Inc.,17.31,947312789.61,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci,
XON,Intrexon Corporation,10.09,1384565197.34,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon,
IIN,IntriCon Corporation,35.18,303955200,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/iin,
INTU,Intuit Inc.,212.84,55055667600.8,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu,
ISRG,"Intuitive Surgical, Inc.",503.44,57492980908.16,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg,
PLW,Invesco 1-30 Laddered Treasury ETF,30.65,133327500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plw,
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,29.63,17778000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adra,
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,20.927,49178450,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adrd,
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,37.1625,126352500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adre,
ADRU,Invesco BLDRS Europe Select ADR Index Fund,20.4,13260000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adru,
PKW,Invesco BuyBack Achievers ETF,58.79,1493266000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw,
PFM,Invesco Dividend Achievers ETF,26.77,291793000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfm,
PYZ,Invesco DWA Basic Materials Momentum ETF,60.8048,85126720,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pyz,
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,52.592,65740000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pez,
PSL,Invesco DWA Consumer Staples Momentum ETF,72.2572,158965840,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psl,
PIZ,Invesco DWA Developed Markets Momentum ETF,24.44,215072000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/piz,
PIE,Invesco DWA Emerging Markets Momentum ETF,16.16,187456000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pie,
PXI,Invesco DWA Energy Momentum ETF,34.03,71463000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pxi,
PFI,Invesco DWA Financial Momentum ETF,31.9894,31989400,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfi,
PTH,Invesco DWA Healthcare Momentum ETF,78.49,266866000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pth,
PRN,Invesco DWA Industrials Momentum ETF,56.25,104062500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prn,
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,30.077,25565480.077,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwlv,
PDP,Invesco DWA Momentum ETF,52.48,1477312000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdp,
DWAQ,Invesco DWA NASDAQ Momentum ETF,96.3163,43342335,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwaq,
DWAS,Invesco DWA SmallCap Momentum ETF,48.33,340726500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwas,
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,24.2735,50974374.2735,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwin,
DWTR,Invesco DWA Tactical Sector Rotation ETF,26.8011,65662721.8011,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwtr,
PTF,Invesco DWA Technology Momentum ETF,55.0414,126595220,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ptf,
PUI,Invesco DWA Utilities Momentum ETF,29.951,46424050,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pui,
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,27.24,110322027.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/idlb,
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,128.46,1959015000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prfz,
PAGG,Invesco Global Agriculture ETF,26.6,19950000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pagg,
PSAU,Invesco Global Gold and Precious Metals ETF,15.23,22083500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psau,
PIO,Invesco Global Water ETF,24.2438,168494410,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pio,
PGJ,Invesco Golden Dragon China ETF,32.95,172987500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pgj,
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.47,750336500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pey,
IPKW,Invesco International BuyBack Achievers ETF,31.2066,244971810,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipkw,
PID,Invesco International Dividend Achievers ETF,14.91,726117000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pid,
KBWB,Invesco KBW Bank ETF,51.91,851324000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwb,
KBWD,Invesco KBW High Dividend Yield Financial ETF,22.01,303738000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwd,
KBWY,Invesco KBW Premium Yield Equity REIT ETF,31.87,382440000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwy,
KBWP,Invesco KBW Property & Casualty Insurance ETF,60.3372,63354060,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwp,
KBWR,Invesco KBW Regional Banking ETF,52.0706,130176500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwr,
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.39,12195000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldri,
LALT,Invesco Multi-Strategy Alternative ETF,22.1388,4427760,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lalt,
PNQI,Invesco Nasdaq Internet ETF,116.65,524925000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pnqi,
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,16.6,2294186400,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdbc,
QQQ,"Invesco QQQ Trust, Series 1",166.47,64981564500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqq,
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,31.24,153076031.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uslb,
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,62.48,84348000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscd,
PSCC,Invesco S&P SmallCap Consumer Staples ETF,79.4084,99260500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscc,
PSCE,Invesco S&P SmallCap Energy ETF,12.24,39780000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psce,
PSCF,Invesco S&P SmallCap Financials ETF,54.47,168857000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscf,
PSCH,Invesco S&P SmallCap Health Care ETF,122.16,1105548000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psch,
PSCI,Invesco S&P SmallCap Industrials ETF,64.5402,119399370,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psci,
PSCT,Invesco S&P SmallCap Information Technology ETF,74.3,367785000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psct,
PSCM,Invesco S&P SmallCap Materials ETF,46.45,25547500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscm,
PSCU,Invesco S&P SmallCap Utilities ETF,55.3615,71969950,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscu,
ISDX,Invesco Strategic Developed ex-US ETF,24.06,2406024.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isdx,
ISDS,Invesco Strategic Developed ex-US Small Company ETF,23.05,2305023.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isds,
ISEM,Invesco Strategic Emerging Markets ETF,24.75,2475024.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isem,
IUS,Invesco Strategic US ETF,24.503,2450324.503,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ius,
IUSS,Invesco Strategic US Small Company ETF,22.85,2285022.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iuss,
VRIG,Invesco Variable Rate Investment Grade ETF,25.07,451260025.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vrig,
PHO,Invesco Water Resources ETF,29.83,806901500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pho,
ISTR,Investar Holding Corporation,24.7,236409677.4,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/istr,
ISBC,"Investors Bancorp, Inc.",12.17,3548306022.87,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc,
ITIC,Investors Title Company,184.94,348913352.2,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic,
NVIV,InVivo Therapeutics Holdings Corp.,2,18612510,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv,
IONS,"Ionis Pharmaceuticals, Inc.",51.73,7116574212.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions,
IOVA,"Iovance Biotherapeutics, Inc.",9.17,1129464571.76,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova,
IPGP,IPG Photonics Corporation,132.85,7094212717.35,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp,
IPIC,iPic Entertainment Inc.,3.8299,43801528.3971,n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic,
CLRG,IQ Chaikin U.S. Large Cap ETF,24.5,416500024.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clrg,
CSML,IQ Chaikin U.S. Small Cap ETF,25.46,450642025.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csml,
IQ,"iQIYI, Inc.",20.32,4597006706.4,226230645,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq,
IRMD,iRadimed Corporation,26.15,279285451.8,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd,
IRTC,"iRhythm Technologies, Inc.",67.76,1638565882.8,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc,
IRIX,IRIDEX Corporation,4.89,66475344.6,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix,
IRDM,Iridium Communications Inc,19.96,2222323126.64,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm,
IRDMB,Iridium Communications Inc,678,339000000,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb,
IRBT,iRobot Corporation,91.32,2528353918.68,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt,
IRWD,"Ironwood Pharmaceuticals, Inc.",11.44,1762437614.08,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd,
IRCP,IRSA Propiedades Comerciales S.A.,23.2601,77552941.5362,3334162,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.37,1392234000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slqd,
ISHG,iShares 1-3 Year International Treasury Bond ETF,79.89,75895500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg,
SHY,iShares 1-3 Year Treasury Bond ETF,82.96,15812176000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy,
TLT,iShares 20+ Year Treasury Bond ETF,114.02,7513918000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt,
IEI,iShares 3-7 Year Treasury Bond ETF,118.8,7757640000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iei,
IEF,iShares 7-10 Year Treasury Bond ETF,100.55,9240545000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ief,
AIA,iShares Asia 50 ETF,56.2,913250000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,52.57,2231596500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usig,
COMT,iShares Commodities Select Strategy ETF,35.84,623616000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/comt,
ISTB,iShares Core 1-5 Year USD Bond ETF,48.72,2231376000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/istb,
IXUS,iShares Core MSCI Total International Stock ETF,55.5,12015750000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ixus,
IUSG,iShares Core S&P U.S. Growth ETF,56.88,5201676000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusg,
IUSV,iShares Core S&P U.S. Value ETF,54.09,4684194000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusv,
IUSB,iShares Core Total USD Bond Market ETF,48.51,2313927000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusb,
HEWG,iShares Currency Hedged MSCI Germany ETF,25.68,270924000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hewg,
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.35,48700000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susb,
ESGD,iShares ESG MSCI EAFE ETF,60.98,451252000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgd,
ESGE,iShares ESG MSCI EM ETF,31.29,344190000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esge,
ESGU,iShares ESG MSCI USA ETF,59.6701,104422675,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgu,
SUSC,iShares ESG USD Corporate Bond ETF,23.7075,18966000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susc,
XT,iShares Exponential Technologies ETF,35.28,2273796000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/xt,
FALN,iShares Fallen Angels USD Bond ETF,25.39,66014000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faln,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,37.31,35444500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifeu,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,27.8,461480000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifgl,
IGF,iShares Global Infrastructure ETF,41.03,2617714000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igf,
GNMA,iShares GNMA Bond ETF,47.5262,102181330,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnma,
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,49.5,9900000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyxe,
IGIB,iShares Intermediate-Term Corporate Bond ETF,52.2,5590620000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igib,
IGOV,iShares International Treasury Bond ETF,47.18,818573000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igov,
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,104.1,14771790000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emb,
MBB,iShares MBS ETF,102.07,11554324000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbb,
JKI,iShares Morningstar Mid-Cap ETF,156.3038,445465830,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jki,
ACWX,iShares MSCI ACWI ex US Index Fund,44.07,3040830000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwx,
ACWI,iShares MSCI ACWI Index Fund,68.99,8996296000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwi,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,64.42,3517332000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aaxj,
EWZS,iShares MSCI Brazil Small-Cap ETF,13.86,58905000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewzs,
MCHI,iShares MSCI China ETF,54.56,3611872000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mchi,
SCZ,iShares MSCI EAFE Small-Cap ETF,56.12,9068992000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/scz,
EEMA,iShares MSCI Emerging Markets Asia ETF,62.22,401319000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eema,
EMXC,iShares MSCI Emerging Markets ex China ETF,46.31,9262000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emxc,
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.83,1013054000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eufn,
IEUS,iShares MSCI Europe Small-Cap ETF,49.4,197600000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ieus,
RING,iShares MSCI Global Gold Miners ETF,14.21,166967500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ring,
SDG,iShares MSCI Global Impact ETF,55.4099,38786930,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdg,
ENZL,iShares MSCI New Zealand ETF,47.5,147250000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enzl,
QAT,iShares MSCI Qatar ETF,18.79,52612000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qat,
TUR,iShares MSCI Turkey ETF,24.42,509157000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tur,
UAE,iShares MSCI UAE ETF,14.97,35928000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uae,
IBB,iShares Nasdaq Biotechnology Index Fund,104.03,8166355000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibb,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,161.41,1267068500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/soxx,
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.48,10992000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amca,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,27.1801,31257115,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emif,
ICLN,iShares S&P Global Clean Energy Index Fund,8.62,160332000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/icln,
WOOD,iShares S&P Global Timber & Forestry Index Fund,64.27,323920800,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wood,
INDY,iShares S&P India Nifty 50 Index Fund,33.26,735046000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/indy,
IJT,iShares S&P Small-Cap 600 Growth ETF,179.87,6079606000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ijt,
DVY,iShares Select Dividend ETF,97.29,16826305500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvy,
SHV,iShares Short Treasury Bond ETF,110.34,15458634000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv,
IGSB,iShares Short-Term Corporate Bond ETF,51.51,10142319000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igsb,
PFF,iShares U.S. Preferred Stock ETF,35.91,15060654000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pff,
ISRL,"Isramco, Inc.",122.55,333047762.4,n/a,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl,
ITI,"Iteris, Inc.",4.79,159249235.73,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti,
